"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地)","不動産取引価格情報","商業地","13109","東京都","品川区","大井","西大井",8,180000000,3400000,175,1000000,"ほぼ長方形",12,"住宅","南","区道",7.2,"近隣商業",80,100,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",12,81000000,4000000,65,1200000,"ほぼ長方形",5.4,"その他","南","区道",4,"１中住専",60,200,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",11,320000000,2400000,450,710000,"ほぼ整形",16.5,"住宅","北","区道",4.2,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",9,51000000,2500000,65,760000,"台形",10,"その他","西","区道",3.4,"１中住専",60,200,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",11,100000000,2100000,160,630000,"ほぼ長方形",12.4,"住宅","北西","区道",3,"１低住専",60,150,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",11,23000000,1500000,50,460000,"長方形",9.2,"住宅","北","私道",1.8,"１中住専",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",15,65000000,3000000,70,910000,"長方形",5.3,"住宅","北","区道",4,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大井","西大井",11,45000000,1900000,80,580000,"不整形",2,"住宅","北西","区道",2.9,"１低住専",60,150,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎",10,160000000,4000000,130,1200000,"ほぼ長方形",8.6,"住宅","南西","区道",4,"１種住居",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎",8,71000000,2600000,90,790000,"不整形","","住宅","西","私道",2.2,"１中住専",60,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎",5,190000000,4600000,135,1400000,"不整形",2.7,"住宅","南西","区道",3.8,"１種住居",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎",5,140000000,3500000,135,1000000,"不整形",2.7,"住宅","南西","区道",3.8,"１種住居",60,300,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎",5,100000000,2800000,115,850000,"ほぼ台形",14,"住宅","北西","区道",4.3,"１種住居",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎広小路",9,120000000,2600000,150,770000,"ほぼ長方形",6,"その他","北東","私道",3.4,"１種住居",60,300,"2022年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","大崎広小路",9,69000000,2200000,105,670000,"ほぼ長方形","","住宅","北東","私道",3,"１種住居",60,300,"2021年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","大崎","五反田",5,82000000,3500000,75,1100000,"ほぼ長方形",7.5,"住宅","南西","私道",3,"１種住居",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","五反田",10,1000000000,4100000,810,1200000,"ほぼ台形",17,"その他","東","都道",40,"２種住居",60,400,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","白金台",4,240000000,3500000,220,1100000,"ほぼ整形",12.5,"その他","西","私道",4,"１中住専",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","白金台",7,380000000,6600000,190,2000000,"長方形",10,"住宅","東","区道",8.4,"１中住専",60,200,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","白金台",7,43000000,2400000,60,730000,"不整形","","その他","東","私道",4,"１中住専",60,200,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","高輪台",7,79000000,4400000,60,1300000,"不整形","","住宅","北東","私道",4,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",10,160000000,5200000,100,1600000,"ほぼ正方形",10.4,"住宅","北","都道",4,"１中住専",60,200,"2023年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13109","東京都","品川区","上大崎","目黒",4,320000000,8500000,125,2600000,"長方形",9,"","北東","区道",4,"１種住居",60,300,"2023年第2四半期","隣地の購入"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",11,120000000,4300000,95,1300000,"ほぼ正方形",9.6,"住宅","南東","私道",4,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13109","東京都","品川区","上大崎","目黒",3,3300000000,29000000,380,8800000,"長方形",14.2,"事務所","南","都道",30,"商業",80,600,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",16,230000000,6000000,125,1800000,"不整形",7.8,"その他","西","私道",2.6,"１中住専",60,200,"2022年第3四半期","隣地の購入、私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",6,73000000,3600000,65,1100000,"不整形",5.7,"住宅","西","私道",4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",6,49000000,2400000,65,740000,"不整形","","住宅","西","私道",4,"１低住専",60,150,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",5,240000000,2800000,270,860000,"ほぼ長方形",14,"住宅","北西","区道",3.6,"１種住居",60,300,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",7,110000000,5500000,65,1700000,"ほぼ台形",5.6,"","南西","区道",10.9,"１種住居",60,300,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",7,100000000,3000000,115,900000,"不整形",11.1,"その他","北西","私道",2.9,"１種住居",60,300,"2021年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",5,63000000,2500000,85,750000,"ほぼ長方形",7.7,"住宅","南東","私道",4,"１中住専",60,200,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13109","東京都","品川区","上大崎","目黒",8,87000000,4200000,70,1300000,"ほぼ長方形",4.5,"住宅","東","区道",4,"１種住居",60,300,"2021年第3四半期",""
