"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",18,60000000,1400000,135,440000,"袋地等",2.5,"住宅","西","区道",7.2,"１低住専",50,100,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",15,69000000,2100000,105,650000,"長方形",9.7,"住宅","西","区道",5.4,"１低住専",50,100,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",14,41000000,2000000,70,590000,"袋地等",2.5,"住宅","東","私道",3.4,"１低住専",60,150,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",13,52000000,1700000,100,510000,"袋地等",2.9,"住宅","南西","区道",5.4,"１低住専",50,100,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",15,43000000,2400000,60,720000,"ほぼ長方形",4.5,"住宅","東","私道",4,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",11,65000000,2400000,90,710000,"台形",5.5,"住宅","西","区道",7.3,"１低住専",50,100,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",14,46000000,2400000,65,720000,"長方形",5.3,"住宅","東","私道",3.4,"１低住専",60,150,"2021年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","荻窪",14,54000000,2700000,65,820000,"長方形",6.4,"住宅","南","区道",7.1,"１低住専",60,150,"2021年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","西荻窪",14,350000000,1600000,730,480000,"不整形","","その他","東","区道",8,"１中住専",60,200,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","桃井","西荻窪",14,49000000,2200000,75,650000,"ほぼ長方形",6.4,"住宅","東","区道",7.8,"２低住専",60,150,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","中野富士見町",5,51000000,2200000,75,680000,"長方形",5.5,"住宅","南西","私道",4,"１低住専",60,150,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","商業地","13115","東京都","杉並区","和田","中野富士見町",2,80000000,3400000,75,1000000,"長方形",8.5,"住宅","北西","区道",6,"近隣商業",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13115","東京都","杉並区","和田","中野富士見町",2,69000000,2900000,75,890000,"長方形",6.1,"住宅","南","区道",6,"近隣商業",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","中野富士見町",11,55000000,2800000,65,850000,"ほぼ台形",5.5,"住宅","北","区道",6.6,"１中住専",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","中野富士見町",5,36000000,1600000,75,480000,"ほぼ長方形",5.5,"","南西","私道",4,"１低住専",60,150,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",11,51000000,2500000,65,760000,"ほぼ台形",9.4,"住宅","南東","区道",3.7,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",6,80000000,3000000,85,920000,"ほぼ長方形",7.5,"住宅","北東","区道",4.5,"１低住専",60,150,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",7,77000000,3200000,80,980000,"長方形",7,"住宅","南西","道路",4,"１中住専",60,200,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",7,64000000,2300000,90,700000,"ほぼ台形",6.3,"住宅","南","道路",4,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",7,130000000,2200000,190,650000,"ほぼ台形",13.9,"住宅","北西","区道",5.3,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",6,80000000,2600000,100,800000,"長方形",4.8,"住宅","北","道路",4,"１中住専",60,200,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",7,97000000,2200000,145,670000,"ほぼ長方形",6.5,"","北","区道",4,"１中住専",60,200,"2022年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",11,37000000,1900000,65,560000,"長方形",9.5,"住宅","南東","区道",3.7,"１低住専",60,150,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",4,150000000,2700000,185,810000,"長方形",7.5,"住宅","南東","区道",4,"１低住専",60,150,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",7,54000000,1500000,115,470000,"長方形",7,"住宅","北","区道",4,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13115","東京都","杉並区","和田","東高円寺",2,95000000,3400000,95,1000000,"ほぼ長方形",8.6,"住宅","西","区道",12,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","池袋",12,220000000,4100000,175,1300000,"ほぼ長方形",12,"住宅","南","区道",5,"１種住居",60,400,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋","池袋",6,500000000,11000000,150,3300000,"不整形",8,"事務所","北","区道",16,"商業",80,600,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","池袋",9,130000000,3200000,130,960000,"長方形",9,"その他","西","私道",4,"１中住専",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","池袋",9,520000000,8000000,210,2400000,"ほぼ長方形",9.3,"住宅","東","区道",25,"商業",80,500,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋","池袋",6,210000000,5700000,120,1700000,"長方形",12,"住宅","西","区道",5,"商業",80,600,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","池袋",11,170000000,3300000,165,1000000,"ほぼ長方形",10,"住宅","北西","区道",4.5,"１種住居",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋","池袋",14,310000000,6700000,150,2000000,"不整形",20,"","北東","国道",40,"商業",80,500,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","池袋",8,52000000,3500000,50,1100000,"不整形",2,"住宅","南","私道",4,"１種住居",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋","池袋",6,310000000,14000000,75,4200000,"ほぼ長方形",5.5,"","東","区道",28,"商業",80,800,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋","池袋",15,290000000,6500000,145,2000000,"ほぼ台形",14,"住宅","北東","国道",43,"商業",80,500,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","池袋",11,49000000,3100000,55,940000,"袋地等","","住宅","南東","私道",3.3,"１種住居",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋","池袋",14,190000000,4200000,145,1300000,"ほぼ台形",14.8,"その他","北東","国道",40,"商業",80,500,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","要町",12,31000000,2400000,45,720000,"ほぼ長方形",4.7,"住宅","北西","私道",3.5,"１種住居",60,300,"2022年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","要町",6,77000000,3800000,70,1100000,"ほぼ長方形",5.5,"住宅","南東","区道",2.7,"１種住居",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋","北池袋",12,130000000,5600000,75,1700000,"ほぼ台形",13,"住宅","北東","国道",40,"商業",80,500,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",3,95000000,3900000,80,1200000,"ほぼ長方形","","その他","西","私道",1,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",4,20000000,1500000,45,450000,"ほぼ台形",5,"住宅","西","私道",3,"準工業",60,300,"2023年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",7,58000000,1800000,110,530000,"袋地等","","住宅","北","区道",3,"１中住専",60,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",8,96000000,1200000,270,360000,"袋地等","","住宅","北","区道",3.5,"１中住専",60,300,"2022年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",5,97000000,2300000,140,700000,"ほぼ長方形",13,"住宅","西","区道",2.7,"１種住居",60,400,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",3,40000000,2100000,65,630000,"不整形",13.5,"住宅","北","道路",24,"１種住居",80,400,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",9,28000000,570000,160,170000,"ほぼ正方形",12.7,"住宅","南","区道",4.3,"１中住専",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",9,1000000000,3500000,970,1100000,"不整形","","住宅","東","区道",6.8,"近隣商業",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","北池袋",4,36000000,2400000,50,740000,"ほぼ長方形",6.2,"住宅","南西","区道",4.4,"近隣商業",80,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","池袋本町","下板橋",8,63000000,2500000,85,760000,"ほぼ長方形",5.3,"その他","北西","区道",4.5,"１中住専",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","下板橋",6,120000000,2500000,160,760000,"ほぼ長方形",10,"その他","南","区道",4.4,"準工業",80,400,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","下板橋",8,110000000,2500000,150,740000,"ほぼ長方形",10,"その他","南西","区道",4.6,"準工業",60,300,"2022年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","下板橋",8,320000000,2400000,440,730000,"不整形",10.9,"住宅","東","区道",4.5,"準工業",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","池袋本町","下板橋",8,55000000,2400000,75,720000,"ほぼ長方形",6.7,"住宅","東","区道",4,"１中住専",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",7,75000000,3000000,85,900000,"ほぼ長方形",6.5,"住宅","北東","区道",4,"１中住専",60,200,"2023年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,80000000,3100000,85,930000,"ほぼ長方形",8.4,"その他","東","区道",4.5,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",2,270000000,3300000,270,990000,"不整形",12.5,"住宅","南","区道",4.3,"１種住居",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,150000000,3500000,140,1100000,"ほぼ長方形",10.7,"住宅","東","区道",4.3,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,79000000,2300000,115,680000,"不整形","","住宅","南","区道",3.6,"１中住専",60,200,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","要町","要町",1,65000000,3200000,65,980000,"台形",6.5,"その他","西","区道",4.3,"近隣商業",80,400,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,76000000,2900000,85,890000,"ほぼ正方形",8.9,"住宅","東","区道",3.8,"１中住専",60,200,"2022年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",4,68000000,2600000,85,790000,"ほぼ長方形",8.8,"住宅","南","私道",3.1,"１中住専",60,200,"2022年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,30000000,2200000,45,650000,"ほぼ長方形",3.6,"その他","南","区道",3.7,"１中住専",60,200,"2022年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,79000000,1500000,165,470000,"ほぼ整形","","","西","私道",4,"１中住専",60,200,"2021年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",4,55000000,2200000,85,650000,"ほぼ台形",8,"","南西","私道",3,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",4,67000000,3300000,70,1000000,"ほぼ長方形",4.7,"住宅","南","区道",4.3,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","要町",6,170000000,2200000,260,660000,"ほぼ整形",11.2,"その他","西","私道",4,"１中住専",60,200,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","要町","要町",2,29000000,2100000,45,650000,"ほぼ台形",4.5,"住宅","北西","区道",4.5,"近隣商業",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","千川",2,120000000,3400000,110,1000000,"長方形",6,"住宅","北東","区道",7.2,"１種住居",60,200,"2024年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","千川",3,25000000,1200000,70,350000,"ほぼ長方形",8.7,"住宅","北西","区道",6.1,"１低住専",60,150,"2022年第4四半期","関係者間取引"
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","要町","千川",2,170000000,5700000,100,1700000,"ほぼ長方形",8.8,"住宅","北西","都道",11,"近隣商業",80,400,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","千川",2,140000000,2600000,175,780000,"ほぼ正方形",12.8,"住宅","北西","区道",7.3,"１種住居",60,200,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","要町","千川",3,15000000,1500000,35,450000,"ほぼ長方形",5,"住宅","西","私道",4,"１中住専",60,200,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","板橋",4,170000000,3100000,175,940000,"ほぼ台形",8.8,"住宅","北東","区道",4.5,"準工業",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","大塚(東京)",14,71000000,2400000,95,740000,"ほぼ整形","","住宅","北東","私道",2.8,"１中住専",60,300,"2023年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","大塚(東京)",9,160000000,1800000,290,540000,"ほぼ長方形",11.7,"住宅","南西","私道",2.5,"１中住専",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",10,350000000,4000000,280,1200000,"ほぼ長方形",14,"住宅","北西","区道",3.8,"商業",80,500,"2023年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",5,62000000,1800000,115,540000,"ほぼ正方形",10.2,"住宅","南東","区道",2.9,"近隣商業",80,400,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",3,77000000,1800000,140,550000,"ほぼ長方形",9.1,"住宅","北西","区道",3.8,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",9,62000000,3100000,65,950000,"ほぼ長方形",7,"住宅","南","私道",4,"１中住専",60,300,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",10,270000000,3200000,280,970000,"不整形",16,"その他","南東","区道",3.4,"１中住専",60,300,"2023年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",8,56000000,2700000,70,810000,"ほぼ正方形",8,"住宅","北西","区道",4,"１種住居",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",4,45000000,2300000,65,700000,"ほぼ長方形",9.4,"住宅","北西","区道",4.3,"１種住居",60,300,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",5,44000000,3100000,45,940000,"ほぼ長方形",4.7,"","南東","区道",4,"１中住専",60,300,"2021年第4四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",10,53000000,3400000,50,1000000,"ほぼ整形",5.8,"住宅","南東","区道",4,"１中住専",60,300,"2021年第3四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",9,47000000,2000000,75,620000,"ほぼ長方形",5.5,"その他","北東","区道",4,"１中住専",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",8,50000000,1000000,165,300000,"袋地等","","住宅","南東","区道",3.5,"１中住専",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",4,35000000,1700000,65,520000,"ほぼ長方形",5.1,"住宅","北東","区道",3.4,"１種住居",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",7,70000000,2500000,95,750000,"ほぼ長方形",12.7,"住宅","南東","区道",3.6,"１種住居",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","上池袋","北池袋",6,45000000,2400000,60,740000,"長方形",6.9,"住宅","南西","区道",15,"近隣商業",80,400,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",7,100000000,2000000,165,610000,"ほぼ長方形",8,"その他","南西","区道",4.2,"１中住専",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","上池袋","北池袋",8,130000000,2200000,195,660000,"ほぼ台形",9,"住宅","南西","区道",4,"１種住居",60,300,"2021年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","北大塚","大塚(東京)",6,160000000,4300000,120,1300000,"ほぼ長方形",8,"住宅","南東","区道",5,"１中住専",60,300,"2023年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","北大塚","大塚(東京)",6,63000000,4000000,50,1200000,"長方形",4.1,"住宅","南東","区道",4,"１中住専",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","北大塚","大塚(東京)",8,440000000,2500000,590,740000,"不整形",12,"住宅","南西","区道",3.6,"１中住専",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","北大塚","大塚(東京)",8,27000000,2200000,40,680000,"ほぼ台形",5,"その他","南東","私道",4,"１中住専",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","北大塚","大塚(東京)","30分～60分",90000000,2500000,120,750000,"ほぼ整形",5.7,"その他","西","区道",9.7,"近隣商業",80,400,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","北大塚","大塚(東京)",6,1500000,140000,35,42000,"不整形",1.8,"その他","北東","区道",3.4,"１中住専",60,300,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",7,60000000,3100000,65,950000,"ほぼ長方形",6,"住宅","南西","区道",4.6,"１中住専",60,300,"2023年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",9,75000000,2500000,95,770000,"ほぼ長方形",9.8,"その他","南","区道",3.3,"１中住専",60,300,"2023年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",4,64000000,4200000,50,1300000,"台形",3.2,"住宅","北東","区道",4,"１中住専",60,300,"2023年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",9,48000000,3200000,50,970000,"ほぼ長方形",5,"住宅","東","区道",4.5,"１中住専",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",15,120000000,3100000,125,930000,"ほぼ台形",17.4,"その他","北西","区道",4.4,"１中住専",60,300,"2022年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",5,75000000,2400000,105,730000,"長方形",7,"その他","北西","区道",6,"１種住居",60,400,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","駒込",8,87000000,3100000,95,930000,"ほぼ正方形",10,"住宅","南東","区道",3.5,"１中住専",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","巣鴨",14,51000000,2100000,80,640000,"ほぼ長方形",11,"住宅","東","私道",2,"１中住専",60,300,"2022年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","巣鴨",6,130000000,1500000,270,450000,"不整形",4,"住宅","北西","区道",6.3,"１中住専",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","駒込","巣鴨",13,110000000,2600000,130,800000,"ほぼ長方形",8.5,"","北東","私道",4,"１中住専",60,300,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","大塚(東京)",8,94000000,3100000,100,940000,"ほぼ長方形",6.7,"住宅","南東","私道",4,"１中住専",60,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","大塚(東京)",8,43000000,1400000,100,430000,"ほぼ長方形",8.1,"住宅","東","私道",4,"１中住専",60,300,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","大塚(東京)",8,45000000,2600000,55,790000,"ほぼ長方形",4.5,"住宅","西","私道",3.3,"１中住専",60,300,"2021年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",4,160000000,2600000,210,780000,"ほぼ長方形",16,"住宅","南西","私道",4,"１種住居",60,400,"2023年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",8,120000000,4100000,100,1200000,"ほぼ整形",10.5,"事務所","東","区道",6.5,"商業",80,500,"2023年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",6,34000000,2400000,50,710000,"ほぼ台形",5,"その他","北東","区道",8,"１種住居",60,400,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","巣鴨","巣鴨",3,450000000,8100000,185,2500000,"ほぼ正方形",13,"住宅","南西","区道",6.2,"商業",80,700,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",13,72000000,2200000,105,670000,"ほぼ長方形",5.5,"住宅","北東","区道",3.5,"１中住専",60,300,"2022年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",5,42000000,1100000,120,340000,"ほぼ正方形",11,"住宅","接面道路無","","","１種住居",60,400,"2022年第1四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",10,810000000,7200000,370,2200000,"不整形",7,"住宅","南東","区道",7.8,"１種住居",60,400,"2022年第1四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",5,55000000,2100000,85,650000,"ほぼ長方形",4,"住宅","南東","私道",4,"１種住居",60,400,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","巣鴨","巣鴨",7,50000000,2500000,65,750000,"ほぼ長方形",5.6,"店舗","南西","区道",9,"商業",80,500,"2021年第4四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",12,65000000,2000000,105,610000,"ほぼ長方形",5.4,"その他","北東","区道",3.7,"１種住居",80,300,"2021年第3四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",8,55000000,3100000,60,930000,"台形",5,"住宅","北西","私道",3.5,"１中住専",60,300,"2021年第2四半期","私道を含む取引"
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",6,13000000,400000,105,120000,"ほぼ台形",16.7,"その他","南東","区道",6.3,"１種住居",60,400,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","巣鴨",2,130000000,5000000,85,1500000,"ほぼ長方形",7,"住宅","南西","区道",6,"商業",80,500,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","商業地","13116","東京都","豊島区","巣鴨","巣鴨",4,220000000,6400000,115,1900000,"ほぼ長方形",7.5,"住宅","北東","国道",40,"商業",80,600,"2021年第2四半期",""
"宅地(土地)","不動産取引価格情報","住宅地","13116","東京都","豊島区","巣鴨","西巣鴨",5,95000000,2000000,160,600000,"ほぼ台形",8.6,"","北東","区道",4.3,"近隣商業",80,300,"2024年第1四半期",""
