,district,walk_min_from_nearest_station,construction_area,construction_year,street_width,land_price_estimated,wood,south,west,east,north,price
18482,杉並区,10,95,2023,5.3,78.0,True,False,True,False,True,81.0
18485,杉並区,13,80,2021,7.7,59.500035,True,False,True,False,False,71.0
18488,杉並区,13,80,2021,7.7,69.09,True,False,True,False,False,72.0
18489,杉並区,16,70,2023,4.0,79.1,True,False,False,False,True,72.0
18495,杉並区,15,55,2023,4.0,35.0,True,True,False,False,False,59.0
18496,杉並区,18,85,2022,6.0,65.866635,True,True,True,False,False,74.0
18498,杉並区,16,100,2021,5.0,60.95,True,True,True,False,False,78.0
18499,杉並区,20,100,2021,4.5,60.95,True,True,True,False,False,75.0
18500,杉並区,19,105,2021,5.0,60.95,True,True,True,False,False,77.0
18501,杉並区,16,95,2021,4.0,60.95,True,False,True,False,True,71.0
18512,杉並区,8,105,2023,4.0,91.2,True,False,True,False,False,82.0
18513,杉並区,6,75,2023,4.5,57.0,True,False,True,False,False,86.0
18514,杉並区,16,70,2023,4.0,53.2,True,False,False,False,True,71.0
18516,杉並区,8,90,2023,4.0,68.4,True,False,True,False,True,88.0
18517,杉並区,19,70,2022,4.0,45.5,True,False,False,True,True,62.0
18521,杉並区,16,70,2021,4.0,45.5,True,False,False,True,True,65.0
18523,杉並区,8,75,2022,4.0,52.0,True,True,False,True,False,73.0
18524,杉並区,18,85,2022,5.9,48.75,True,False,True,False,False,68.0
18528,杉並区,10,70,2022,4.0,48.26664,True,False,False,False,True,62.0
18529,杉並区,10,70,2022,2.7,42.23331,True,False,False,False,True,68.0
18535,杉並区,8,75,2022,3.8,34.8,True,True,True,False,False,75.0
18537,杉並区,14,90,2021,3.8,51.00003,True,False,False,True,False,78.0
18538,杉並区,14,100,2021,3.8,59.500035,True,False,False,True,False,86.0
18542,杉並区,18,85,2021,4.9,52.64,True,False,False,False,True,60.0
18547,杉並区,18,75,2021,6.0,32.186,True,True,False,True,False,60.0
18548,杉並区,18,80,2021,6.0,33.88,True,False,False,True,False,70.0
18557,杉並区,16,90,2021,4.0,38.25,True,False,True,False,True,60.0
18559,杉並区,6,85,2021,4.0,36.125,True,True,False,True,False,77.0
18568,杉並区,7,75,2023,4.5,47.375025,True,True,False,False,False,83.0
18571,杉並区,12,90,2023,4.5,36.35715,True,True,False,True,False,76.0
18572,杉並区,12,85,2023,4.0,36.35715,True,False,False,False,True,74.0
18574,杉並区,9,105,2022,7.2,121.950045,True,True,True,False,False,120.0
18575,杉並区,11,70,2023,5.4,81.30003,True,True,True,False,False,82.0
18576,杉並区,7,85,2024,4.5,110.335755,True,False,True,False,True,82.0
18578,杉並区,12,115,2023,10.0,52.37141,True,False,False,False,True,82.0
18582,杉並区,11,95,2022,4.5,82.0,True,False,False,True,True,110.0
18583,杉並区,11,100,2022,4.5,94.3,True,False,False,True,True,99.0
18585,杉並区,11,100,2022,4.5,82.0,True,True,True,False,False,120.0
18589,杉並区,10,90,2022,4.5,69.46875,True,False,False,True,False,83.0
18592,杉並区,9,90,2021,3.4,65.8125,True,False,False,True,True,89.0
18593,杉並区,8,100,2022,3.6,81.841705,False,True,False,False,False,120.0
18596,杉並区,6,75,2021,4.3,51.107175,True,False,True,False,True,84.0
18597,杉並区,9,100,2021,4.0,68.1429,False,False,False,False,True,110.0
18598,杉並区,10,85,2022,7.2,47.70003,True,False,True,False,False,68.0
18602,杉並区,11,95,2021,4.0,60.95,True,False,True,False,False,70.0
18603,杉並区,9,85,2022,3.3,48.76,True,True,True,False,False,68.0
18604,杉並区,8,100,2021,4.0,60.95,False,False,False,False,True,120.0
18605,杉並区,12,70,2022,4.0,42.665,True,False,True,False,False,72.0
18607,杉並区,10,70,2021,4.0,28.82145,True,False,True,False,False,56.0
18612,杉並区,9,95,2021,3.3,60.525045,True,False,False,True,True,76.0
18613,杉並区,9,90,2021,3.3,54.760755,True,False,False,True,True,80.0
18617,杉並区,9,90,2023,3.8,60.008365,False,False,False,True,False,110.0
18619,杉並区,7,75,2023,4.0,61.807155,True,False,True,False,True,75.0
18623,杉並区,10,85,2023,4.0,104.52861,True,True,False,False,False,88.0
18629,杉並区,9,100,2022,3.8,90.2,False,False,False,True,False,110.0
18630,杉並区,9,90,2022,3.8,90.2,False,False,False,True,False,100.0
18632,杉並区,9,130,2021,5.5,88.958375,True,False,True,False,True,130.0
18635,杉並区,9,95,2021,6.2,44.85,True,True,True,False,False,80.0
18636,杉並区,10,100,2021,4.0,69.0,True,False,True,False,True,88.0
18637,杉並区,12,100,2021,4.0,63.9975,True,False,True,False,True,80.0
18641,杉並区,10,100,2020,4.0,57.6429,True,True,False,True,False,85.0
18645,杉並区,8,100,2020,4.0,57.6429,True,False,True,False,True,110.0
18646,杉並区,8,115,2023,4.6,85.4,True,False,False,True,False,140.0
18654,杉並区,4,90,2021,4.0,65.52,True,False,False,True,False,70.0
18656,杉並区,4,80,2021,4.0,49.92,True,False,False,True,False,68.0
18658,杉並区,9,80,2020,3.9,47.6,True,True,False,False,False,67.0
18672,杉並区,9,65,2023,3.9,50.0,True,True,False,True,False,69.0
18675,杉並区,8,125,2021,3.9,66.25,True,False,False,True,True,120.0
18676,杉並区,8,120,2021,3.9,66.25,True,False,False,True,True,120.0
18679,杉並区,11,80,2021,4.0,42.4,True,True,False,False,False,71.0
18681,杉並区,14,105,2023,3.7,34.0,True,False,False,True,False,88.0
18682,杉並区,12,60,2023,4.0,30.275,False,False,True,False,False,58.0
18686,杉並区,11,95,2021,3.3,69.275,True,False,False,False,True,64.0
18688,杉並区,11,60,2024,2.9,25.666655,True,False,False,False,True,58.0
18690,杉並区,12,75,2023,3.7,71.25,True,True,False,True,False,83.0
18697,杉並区,4,105,2023,3.5,77.6,True,False,False,False,True,79.0
18713,杉並区,12,70,2022,5.4,22.8,True,False,True,False,False,52.0
18715,杉並区,10,75,2023,5.0,48.45,True,False,False,True,True,64.0
18721,杉並区,11,115,2022,5.4,43.55,True,False,False,True,True,73.0
18722,杉並区,9,50,2022,4.0,35.4,True,True,True,False,False,47.0
18724,杉並区,15,80,2021,4.5,90.2,True,True,False,False,False,70.0
18725,杉並区,6,70,2021,5.5,61.5,True,False,True,False,True,77.0
18726,杉並区,14,70,2021,4.5,73.8,True,False,False,False,True,56.0
18727,杉並区,12,105,2022,4.0,61.5,True,True,True,False,False,72.0
18728,杉並区,8,85,2022,4.0,86.1,True,False,False,True,False,71.0
18729,杉並区,15,80,2021,4.5,58.3,True,True,False,False,False,70.0
18730,杉並区,11,80,2021,5.1,50.35,True,True,False,False,False,65.0
18731,杉並区,14,75,2020,3.8,58.583365,True,False,False,False,True,60.0
18732,杉並区,9,95,2021,5.0,49.33336,True,False,True,False,False,67.0
18737,杉並区,14,145,2023,4.0,68.2,True,False,True,False,False,88.0
18739,杉並区,4,75,2023,3.0,42.625,True,False,False,True,False,59.0
18751,杉並区,14,90,2021,8.3,116.25,True,False,True,False,True,74.0
18757,杉並区,16,80,2023,3.8,56.1,True,True,False,False,False,75.0
18758,杉並区,14,90,2022,3.8,35.4,True,False,True,False,True,76.0
18759,杉並区,15,105,2022,3.4,61.95,True,False,True,False,False,85.0
18760,杉並区,18,90,2022,3.3,75.075,True,True,True,False,False,75.0
18761,杉並区,16,95,2022,3.3,60.75,True,False,True,False,False,75.0
18762,杉並区,16,100,2022,3.6,79.925,True,True,False,False,False,70.0
18763,杉並区,16,105,2022,3.6,72.975,True,True,False,False,False,80.0
18766,杉並区,14,95,2020,4.0,69.666635,True,False,True,False,False,78.0
18768,杉並区,15,100,2021,4.0,76.999965,True,False,False,True,False,77.0
18770,杉並区,14,70,2023,5.4,74.375025,True,True,True,False,False,68.0
18772,杉並区,11,135,2023,4.0,109.08337,True,False,False,True,False,130.0
18773,杉並区,14,80,2023,3.8,84.291695,True,False,True,False,False,77.0
18774,杉並区,14,95,2023,5.4,70.77,True,True,True,False,False,91.0
18775,杉並区,15,60,2023,4.0,43.81,True,False,False,True,False,58.0
18776,杉並区,14,90,2023,6.0,70.77,True,False,False,True,True,86.0
18778,杉並区,16,85,2023,4.0,59.39375,True,False,False,True,False,80.0
18782,杉並区,14,95,2023,5.4,88.083345,True,True,True,False,False,94.0
18787,杉並区,16,110,2022,5.4,96.85,True,False,False,True,True,91.0
18789,杉並区,15,85,2022,5.4,63.325,True,True,False,True,False,79.0
18791,杉並区,16,105,2022,5.4,78.75,True,False,False,True,True,89.0
18792,杉並区,14,80,2021,3.3,65.717675,True,False,False,True,True,72.0
18793,杉並区,14,80,2021,3.3,65.717675,True,False,False,True,True,72.0
18794,杉並区,13,110,2023,5.3,74.25,True,False,True,False,False,80.0
18796,杉並区,16,80,2023,6.0,42.28497,True,True,False,False,False,76.0
18797,杉並区,16,95,2023,6.0,44.634135,True,True,False,False,False,90.0
18799,杉並区,14,100,2022,4.0,52.5,True,False,False,True,True,64.0
18800,杉並区,16,80,2023,4.0,56.0,True,True,True,False,False,78.0
18802,杉並区,16,70,2022,3.9,38.675,True,False,True,False,True,61.0
18803,杉並区,14,85,2021,5.4,46.6667,True,True,False,True,False,63.0
18804,杉並区,14,85,2021,5.4,49.000035,True,True,False,True,False,65.0
18805,杉並区,14,105,2021,5.4,44.333365,True,True,False,True,False,72.0
18807,杉並区,13,85,2024,4.0,71.0,True,False,True,False,True,71.0
18809,杉並区,4,50,2023,3.3,36.0,True,False,True,False,True,53.0
18810,杉並区,16,60,2023,4.7,73.45,True,True,False,False,False,54.0
18813,杉並区,6,85,2022,4.0,32.45,True,True,False,False,False,72.0
18814,杉並区,11,70,2022,4.0,59.0,True,True,True,False,False,64.0
18816,杉並区,12,75,2021,5.5,46.250025,True,False,False,False,True,64.0
18817,杉並区,19,85,2021,6.1,49.0,True,True,False,False,False,67.0
18820,杉並区,11,80,2022,4.0,53.1,True,False,False,True,False,75.0
18821,杉並区,16,100,2023,4.5,89.169275,False,True,True,False,False,120.0
18824,杉並区,13,75,2024,7.2,74.375025,True,False,False,True,False,85.0
18830,杉並区,12,85,2023,4.0,69.875,True,False,False,True,False,94.0
18832,杉並区,11,65,2023,7.2,54.527785,True,False,True,False,False,63.0
18834,杉並区,11,110,2022,4.0,51.95554,True,False,False,False,True,86.0
18837,杉並区,16,140,2022,4.0,107.62219,True,False,True,False,True,130.0
18838,杉並区,12,80,2022,5.5,59.6,True,False,True,False,False,92.0
18839,杉並区,11,100,2022,7.2,85.675,True,False,False,True,False,110.0
18842,杉並区,12,80,2022,4.0,67.05,True,False,False,True,False,75.0
18844,杉並区,10,75,2022,5.4,50.4,True,False,True,False,False,74.0
18847,杉並区,10,135,2021,5.4,78.5454,True,False,True,False,False,110.0
18853,杉並区,7,85,2020,4.0,67.89996,True,False,True,False,True,87.0
18854,杉並区,15,95,2020,7.3,71.67218,True,True,True,False,False,97.0
18855,杉並区,16,100,2020,4.5,79.21662,True,True,True,False,False,89.0
18856,杉並区,16,100,2020,7.3,79.21662,True,False,False,True,True,97.0
18857,杉並区,9,70,2021,3.8,52.81108,True,False,False,True,False,66.0
18859,杉並区,6,100,2021,4.5,62.5,True,False,False,False,True,88.0
18860,杉並区,8,110,2020,3.4,84.375,False,True,True,False,False,120.0
18861,杉並区,7,95,2020,4.0,62.5,True,False,True,False,True,80.0
18862,杉並区,14,95,2020,5.4,68.75,True,True,False,False,False,90.0
18865,杉並区,16,105,2020,4.5,68.75,True,False,True,False,False,100.0
18867,杉並区,16,100,2020,7.3,68.75,True,False,False,True,True,84.0
18868,杉並区,16,100,2020,4.5,68.75,True,False,False,False,True,93.0
18869,杉並区,14,95,2020,4.0,59.375,True,False,False,False,True,96.0
18874,杉並区,11,90,2022,7.3,56.93336,True,False,False,True,True,90.0
18877,杉並区,18,90,2023,5.4,62.8875,True,True,True,False,False,93.0
18878,杉並区,7,85,2023,4.0,54.825,True,False,True,False,False,87.0
18886,杉並区,12,95,2022,4.0,45.2,True,True,False,True,False,86.0
18890,杉並区,14,125,2022,5.4,92.16662,True,True,False,True,False,110.0
18891,杉並区,12,100,2022,4.0,65.8333,True,True,False,True,False,88.0
18898,杉並区,12,100,2021,5.0,54.8333,True,False,True,False,True,80.0
18905,杉並区,13,100,2021,3.9,42.0,True,False,False,True,False,69.0
18910,杉並区,12,95,2023,2.9,61.6,True,False,True,False,True,69.0
18911,杉並区,16,100,2023,5.0,56.0,True,False,False,True,False,88.0
18913,杉並区,16,95,2023,5.0,66.0,True,False,False,True,False,70.0
18914,杉並区,16,95,2023,5.0,66.0,True,True,False,True,False,68.0
18916,杉並区,12,90,2023,4.0,56.85003,True,False,True,False,False,85.0
18920,杉並区,14,80,2022,4.0,77.9,True,True,True,False,False,88.0
18930,杉並区,15,100,2023,4.5,55.125,True,False,True,False,False,100.0
18931,杉並区,15,105,2023,4.5,55.125,True,False,True,False,True,110.0
18932,杉並区,15,100,2023,5.5,52.5,True,False,False,True,True,110.0
18933,杉並区,15,95,2023,5.4,49.875,True,False,False,False,True,95.0
18934,杉並区,15,95,2023,4.5,55.1,True,False,True,False,True,100.0
18936,杉並区,11,95,2023,4.0,60.8,True,False,False,True,False,82.0
18937,杉並区,15,95,2023,4.5,60.8,True,False,False,True,False,98.0
18939,杉並区,9,80,2022,4.0,65.6,True,False,True,False,False,67.0
18941,杉並区,15,105,2023,4.5,86.1,True,False,True,False,False,110.0
18943,杉並区,12,120,2022,11.0,38.0,True,False,False,True,True,81.0
18946,杉並区,15,85,2021,4.0,47.77,True,True,False,True,False,75.0
18950,杉並区,18,95,2022,7.8,54.6492,True,False,False,True,False,77.0
18951,杉並区,19,80,2021,4.0,26.0,True,False,False,True,False,53.0
18954,杉並区,18,75,2023,5.4,55.9,True,False,False,False,True,67.0
18956,杉並区,14,80,2023,7.2,67.11112,True,False,True,False,False,80.0
18958,杉並区,15,110,2022,5.5,66.6667,True,False,True,False,False,100.0
18959,杉並区,19,95,2023,5.4,73.33337,True,True,False,False,False,75.0
18962,杉並区,13,95,2022,5.4,62.181775,True,True,False,False,False,70.0
18964,杉並区,18,70,2021,7.2,45.81815,True,False,True,False,False,67.0
18965,杉並区,20,100,2022,8.0,39.2727,True,False,False,False,True,68.0
18967,杉並区,14,70,2021,5.5,33.94998,True,False,False,False,True,55.0
18968,杉並区,18,100,2021,7.3,75.4444,True,False,True,False,False,77.0
18970,杉並区,15,80,2021,4.0,56.5833,True,False,False,True,False,55.0
18971,杉並区,15,85,2021,4.0,56.5833,True,False,False,True,False,57.0
18974,杉並区,18,100,2021,4.5,62.5,True,True,False,False,False,71.0
18983,杉並区,15,90,2021,4.0,65.55,True,False,True,False,False,87.0
18984,杉並区,15,100,2022,4.0,69.0,True,False,True,False,False,94.0
18988,杉並区,15,95,2020,5.4,57.6429,True,False,True,False,False,85.0
18991,杉並区,5,75,2022,5.3,28.69002,True,True,False,False,False,62.0
18993,杉並区,5,100,2022,5.0,16.1,True,True,False,False,False,80.0
18994,杉並区,6,70,2022,3.3,11.5,True,True,False,False,False,65.0
19002,杉並区,3,100,2021,8.0,54.816645,True,False,False,True,False,80.0
19003,杉並区,10,90,2021,4.0,60.0,True,False,True,False,True,67.0
19008,杉並区,11,80,2023,4.5,54.3125,True,False,True,False,True,70.0
19012,杉並区,5,80,2023,3.3,40.0,False,True,False,False,False,63.0
19013,杉並区,13,90,2022,4.0,60.0,True,True,True,False,False,84.0
19016,杉並区,9,145,2022,4.0,73.0,True,False,True,False,True,110.0
19031,杉並区,8,85,2021,4.0,60.999975,True,True,True,False,False,80.0
19033,杉並区,9,120,2021,4.0,81.5,True,True,True,False,False,96.0
19398,豊島区,13,85,2021,5.0,68.4,True,True,False,False,False,74.0
19420,豊島区,11,55,2023,3.4,37.949985,True,False,True,False,True,49.0
19427,豊島区,6,65,2022,3.5,68.6,True,True,False,False,False,68.0
19430,豊島区,13,95,2023,3.3,102.9,True,False,True,False,True,74.0
19431,豊島区,13,55,2021,3.0,19.333325,False,True,False,True,False,38.0
19434,豊島区,7,105,2021,4.0,37.1,True,True,False,True,False,89.0
19446,豊島区,6,110,2023,3.0,69.90003,True,False,False,True,False,77.0
19447,豊島区,5,100,2022,3.5,50.483355,True,False,True,False,False,82.0
19456,豊島区,6,95,2022,4.0,75.465,True,False,False,False,True,82.0
19466,豊島区,4,80,2022,4.3,55.66665,True,True,True,False,False,66.0
19470,豊島区,11,75,2021,4.0,31.5,True,False,False,False,True,54.0
19480,豊島区,4,70,2021,4.5,44.33331,True,True,False,False,False,46.0
19483,豊島区,6,95,2023,6.2,45.021405,True,False,False,False,True,89.0
19484,豊島区,3,70,2022,4.0,40.92855,True,False,False,False,True,75.0
19489,豊島区,5,75,2021,4.0,30.0375,True,False,False,True,False,60.0
19490,豊島区,5,75,2021,4.0,29.7,True,False,False,True,False,66.0
19493,豊島区,2,85,2022,4.0,41.25,True,True,True,False,False,89.0
19494,豊島区,6,85,2023,7.2,25.375,True,False,True,False,False,85.0
19499,豊島区,4,85,2021,4.0,37.8,True,True,False,True,False,76.0
19500,豊島区,2,95,2021,6.0,60.775,True,True,False,True,False,79.0
19501,豊島区,5,85,2021,6.1,42.9,True,False,False,True,True,80.0
19502,豊島区,5,95,2020,6.2,34.65,True,False,False,False,True,91.0
19508,豊島区,12,115,2021,4.5,144.0,True,False,False,False,True,88.0
19510,豊島区,13,75,2023,3.2,70.0,True,False,False,False,True,65.0
19511,豊島区,11,75,2023,1.8,65.0,True,True,False,False,False,70.0
19513,豊島区,13,75,2023,3.4,36.0,True,False,False,True,True,65.0
19520,豊島区,6,110,2023,4.0,61.1,True,True,True,False,False,99.0
19524,豊島区,6,110,2022,4.0,33.375,True,True,False,True,False,98.0
19526,豊島区,6,100,2022,4.0,31.15,True,True,False,True,False,92.0
19530,豊島区,7,115,2022,4.0,63.0,True,False,True,False,True,89.0
19539,豊島区,10,145,2021,4.0,61.625,True,True,False,False,False,96.0
19540,豊島区,13,90,2021,4.0,28.8,True,False,False,True,True,68.0
19541,豊島区,3,100,2020,4.0,50.4,True,True,True,False,False,80.0
19543,豊島区,3,100,2021,2.5,36.0,True,False,False,True,True,74.0
19544,豊島区,10,110,2021,4.0,36.0,True,True,False,True,False,97.0
19557,豊島区,6,100,2023,4.0,66.0,True,False,False,True,True,120.0
19558,豊島区,6,100,2023,4.0,90.0,True,False,False,True,True,100.0
19559,豊島区,7,70,2020,4.0,60.0,True,False,True,False,False,67.0
19560,豊島区,9,90,2023,4.0,72.1875,True,True,False,True,False,80.0
19565,豊島区,6,145,2022,4.0,82.5,True,True,False,True,False,140.0
19566,豊島区,6,75,2021,4.0,45.0,True,True,False,True,False,80.0
19585,豊島区,9,85,2024,2.9,82.0,True,True,False,True,False,80.0
19592,豊島区,12,80,2022,3.1,57.0,True,False,True,False,False,68.0
19600,豊島区,13,95,2022,4.7,54.925,True,True,False,True,False,76.0
19605,豊島区,7,70,2021,4.0,32.175,True,False,False,True,True,66.0
19608,豊島区,4,60,2021,3.2,35.5926,True,True,False,False,False,63.0
19613,豊島区,11,100,2022,4.0,95.833295,True,False,False,True,True,92.0
19619,豊島区,10,100,2023,2.6,110.5,True,False,True,False,True,100.0
19620,豊島区,10,95,2023,3.3,117.0,True,False,False,True,True,100.0
19642,豊島区,11,100,2021,3.0,91.0,True,False,False,True,False,61.0
19643,豊島区,10,95,2021,3.3,119.0,True,False,True,False,True,62.0
19647,豊島区,6,100,2021,4.0,109.525,True,True,False,False,False,87.0
19649,豊島区,6,85,2021,3.3,34.016645,True,False,True,False,True,58.0
19654,豊島区,8,100,2022,4.0,60.9,True,True,False,False,False,82.0
19655,豊島区,4,105,2022,6.0,99.66671,False,True,False,False,False,110.0
19657,豊島区,10,85,2021,7.2,31.5,True,True,True,False,False,62.0
19660,豊島区,9,90,2021,3.5,60.775,True,False,False,False,True,76.0
19661,豊島区,8,60,2022,3.8,52.0,True,True,True,False,False,65.0
19665,豊島区,8,85,2021,4.0,66.0,True,True,False,True,False,70.0
19667,豊島区,5,75,2023,4.0,53.35,True,True,True,False,False,82.0
19670,豊島区,8,95,2022,3.1,27.5,True,True,False,True,False,80.0
19673,豊島区,2,85,2022,4.0,77.0,True,True,False,False,False,67.0
19675,豊島区,5,75,2021,4.0,43.322985,True,True,False,True,False,68.0
19678,豊島区,5,85,2021,4.5,60.0,True,False,True,False,True,82.0
19680,豊島区,5,85,2021,4.5,39.0,True,False,True,False,True,78.0
19681,豊島区,5,70,2021,4.0,39.0,True,False,True,False,True,60.0
19682,豊島区,13,90,2021,4.5,130.0,True,False,False,True,True,97.0
19688,豊島区,7,100,2022,4.0,40.0,True,False,False,True,False,80.0
19699,豊島区,8,85,2024,4.0,63.249975,True,False,False,False,True,69.0
19702,豊島区,6,85,2023,4.0,67.2,True,True,True,False,False,99.0
19705,豊島区,9,65,2023,4.0,38.66665,True,True,True,False,False,72.0
19708,豊島区,9,70,2022,4.1,30.0,True,True,False,True,False,64.0
19712,豊島区,8,70,2020,3.3,29.7,True,False,True,False,True,50.0
19713,豊島区,8,85,2021,4.0,46.2,True,False,False,True,False,61.0
19714,豊島区,9,95,2020,6.2,59.4,True,False,False,True,True,110.0
19715,豊島区,3,75,2021,4.0,36.3,True,False,True,False,False,63.0
19716,豊島区,3,60,2021,2.9,26.4,True,False,False,False,True,59.0
19717,豊島区,8,90,2023,3.3,48.75,True,False,False,True,False,70.0
19718,豊島区,13,100,2022,4.0,61.33336,True,False,True,False,False,76.0
19725,豊島区,5,85,2021,3.4,65.708365,True,False,False,False,True,92.0
19726,豊島区,5,80,2021,4.2,34.58335,True,False,False,False,True,60.0
19728,豊島区,7,85,2021,4.3,23.85,True,True,False,False,False,58.0
19737,豊島区,4,120,2022,5.6,61.33336,True,True,False,True,False,97.0
19748,豊島区,6,70,2022,4.5,35.566685,True,False,True,False,False,57.0
19760,豊島区,9,40,2022,4.0,24.75,True,True,False,True,False,34.0
19763,豊島区,9,75,2020,4.3,50.4,True,False,False,True,True,62.0
19764,豊島区,9,105,2021,4.0,39.6,True,True,True,False,False,67.0
19765,豊島区,9,80,2021,4.0,32.175,True,False,True,False,True,62.0
19767,豊島区,9,85,2021,4.0,34.65,True,True,True,False,False,73.0
19768,豊島区,10,70,2024,5.6,47.3,True,True,False,True,False,60.0
19769,豊島区,11,70,2024,4.0,39.40002,True,False,False,True,True,60.0
19773,豊島区,9,75,2023,4.0,37.5,True,True,False,False,False,79.0
19774,豊島区,9,75,2023,4.0,35.0,True,True,False,False,False,79.0
19781,豊島区,7,60,2022,6.2,34.0,True,False,False,False,True,55.0
19787,豊島区,5,85,2021,2.9,45.26669,True,True,True,False,False,66.0
19789,豊島区,5,95,2020,4.2,46.55,True,True,True,False,False,89.0
19793,豊島区,5,90,2020,4.2,46.55,True,True,False,False,False,82.0
19794,豊島区,10,100,2021,4.0,44.25,True,True,False,False,False,62.0
19795,豊島区,7,95,2021,3.4,47.2,True,True,True,False,False,72.0
19824,豊島区,9,90,2023,4.9,65.0,True,True,False,False,False,82.0
19826,豊島区,10,95,2023,4.0,57.75,True,False,True,False,True,82.0
19827,豊島区,8,95,2022,4.0,48.1,True,False,True,False,True,81.0
19831,豊島区,9,90,2022,3.4,57.85,True,True,False,True,False,80.0
19834,豊島区,10,105,2021,4.0,52.2,True,True,True,False,False,84.0
19844,豊島区,5,65,2021,4.0,28.2,True,True,False,False,False,50.0
19848,豊島区,11,85,2022,4.0,47.025,True,False,True,False,True,63.0
19849,豊島区,11,80,2022,4.0,47.025,True,False,True,False,True,70.0
19887,豊島区,8,135,2022,4.0,86.625,True,True,False,True,False,140.0
19888,豊島区,8,75,2020,4.0,43.3125,True,False,True,False,True,70.0
19890,豊島区,10,135,2022,3.6,66.6,True,True,False,True,False,140.0
19891,豊島区,11,100,2023,3.2,40.7,True,True,False,True,False,80.0
19892,豊島区,10,85,2023,4.0,40.7,True,False,False,True,True,81.0
19906,豊島区,9,85,2021,4.0,56.4,True,True,False,True,False,77.0
19907,豊島区,10,75,2022,4.0,47.0,True,True,True,False,False,72.0
19909,豊島区,10,95,2021,4.0,34.8,True,True,False,True,False,75.0
19912,豊島区,5,50,2022,4.0,27.4,True,False,False,False,True,52.0
19921,豊島区,7,70,2023,2.9,65.0,True,False,True,False,True,66.0
19923,豊島区,3,75,2023,4.0,49.7,True,False,True,False,False,63.0
19928,豊島区,7,65,2021,3.3,32.725,True,False,False,True,True,43.0
19929,豊島区,8,90,2022,4.0,38.675,True,False,False,True,False,70.0
19930,豊島区,6,95,2021,4.2,39.9,True,True,False,True,False,66.0
19932,豊島区,6,90,2021,4.3,26.1,True,True,True,False,False,65.0
19936,豊島区,6,75,2024,4.0,44.5,True,True,False,False,False,69.0
19937,豊島区,4,85,2023,4.0,55.0,True,True,True,False,False,78.0
19938,豊島区,9,135,2023,6.1,75.0,True,True,False,False,False,130.0
19940,豊島区,8,75,2023,3.5,33.46668,True,False,False,False,True,56.0
19945,豊島区,4,75,2022,4.0,31.725,True,False,False,True,True,63.0
19946,豊島区,9,90,2021,4.5,58.61576,True,False,False,False,True,57.0
19949,豊島区,9,85,2021,4.5,56.7,True,False,False,False,True,57.0
19950,豊島区,9,85,2021,4.5,40.5,True,False,False,False,True,65.0
19954,豊島区,7,85,2023,6.6,39.5,True,True,False,True,False,59.0
19961,豊島区,4,60,2022,4.0,150.0,True,False,False,False,True,66.0
19962,豊島区,4,65,2023,4.0,40.68,True,True,False,True,False,60.0
19963,豊島区,4,65,2024,4.0,40.68,True,True,False,True,False,61.0
19969,豊島区,3,75,2022,6.0,40.0,True,False,False,True,True,66.0
19976,豊島区,6,85,2023,3.7,57.5,True,True,False,True,False,94.0
19977,豊島区,12,110,2024,4.6,101.7,False,False,True,False,True,180.0
19978,豊島区,12,105,2023,4.2,137.1875,False,False,True,False,True,170.0
19979,豊島区,12,110,2023,4.6,120.725,False,False,True,False,True,180.0
19981,豊島区,3,75,2023,3.3,69.875,True,False,False,True,True,82.0
19983,豊島区,3,75,2023,3.3,57.5,True,False,False,True,False,83.0
19986,豊島区,7,95,2021,4.0,88.49997,True,False,False,True,True,140.0
20375,北区,5,100,2022,3.2,34.45,True,False,True,False,True,66.0
20376,北区,5,70,2022,3.2,43.375,True,False,False,True,False,44.0
20381,北区,9,75,2021,15.0,39.0375,True,False,False,False,True,42.0
20387,北区,8,75,2023,7.5,30.3,True,False,True,False,False,47.0
20389,北区,3,85,2022,8.0,32.175,True,False,False,False,True,56.0
20390,北区,3,90,2022,4.0,49.0,True,False,True,False,True,56.0
20392,北区,9,95,2022,6.0,35.069045,True,False,False,False,True,57.0
20395,北区,9,90,2022,6.0,31.00002,True,False,False,True,False,54.0
20399,北区,9,85,2022,6.0,39.9,True,False,False,False,True,49.0
20402,北区,7,95,2022,3.2,30.625,True,False,True,False,False,52.0
20404,北区,4,75,2021,4.0,16.0,True,True,False,False,False,49.0
20405,北区,4,75,2020,6.0,8.55,True,False,False,False,True,45.0
20408,北区,11,90,2023,3.7,48.75,True,True,False,False,False,70.0
20411,北区,10,105,2023,3.4,96.075,True,True,False,False,False,77.0
20417,北区,8,90,2021,4.0,35.0,True,True,False,True,False,66.0
20420,北区,8,70,2022,3.7,43.375,True,False,False,False,True,54.0
20421,北区,8,100,2023,8.2,42.25,True,False,True,False,False,71.0
20422,北区,10,90,2024,7.3,42.25,True,True,False,False,False,77.0
20424,北区,9,95,2023,4.0,14.3,True,False,False,True,False,75.0
20427,北区,10,60,2023,4.0,22.725,True,False,True,False,False,40.0
20429,北区,5,95,2022,3.6,42.0,True,False,False,False,True,57.0
20430,北区,5,85,2022,8.0,31.35,True,True,False,False,False,64.0
20431,北区,4,85,2022,8.0,13.475,True,True,False,False,False,63.0
20432,北区,13,100,2024,3.4,45.5,True,True,True,False,False,66.0
20434,北区,11,80,2023,6.0,35.75,True,False,True,False,False,56.0
